tipologia;autore_saggio;precisazione_ autore;titolo_saggio;autore_curatore_volume;precisazione_curatore;titolo_volume;luogo;editore;anno;volumi;rivista;annata;fascicolo;pagine
articolo in rivista;Castiglioni, Giovanni Battista;;La figura di Luigi De Marchi, a 100 anni dall'istituzione della cattedra di Geografia fisica nella Facoltà di Scienze a Padova;;;;;;2003-2004;;«Atti e memorie dell'Accademia Galileiana di scienze, lettere ed arti»;116;;59-70
articolo in rivista;Catoni, Giuliano;;L'accademico riformista. Guido Savini primo provveditore dello Studio senese (1777-1795);;;;;;2006;;«Annali di storia delle università italiane»;10;;115-126
articolo in rivista;Cattini, Marco;;Gino Luzzatto: dall'Economia induttiva alla Storia economica e sociale;;;;;;2005;;«Ateneo Veneto. Atti e memorie dell'Ateneo Veneto. Rivista mensile di scienze, lettere ed arti»;s. 3, 192, 4;"1 (numero monografico ""Gino Luzzatto storico dell'economia, tra impegno civile e rigore scientifico. Atti del Convegno di studi, Venezia 5-6 novembre 2004"" a cura di Paola Lanaro)";35-48
articolo in rivista;Catturi, Giuseppe - Grossi, Giuseppe - Riccaboni, Angelo;;Evoluzione storica e prospettive della contabilità negli Atenei italiani;;;;;;2004;;«Annali di storia delle università italiane»;8;;299-314
articolo in rivista;Catturi, Giuseppe - Mussari, Riccardo;;Il finanziamento del sistema pubblico universitario dal dopoguerra all'autonomia;;;;;;2003;;«Annali di storia delle università italiane»;7;;9-27
articolo in rivista;Catturi, Giuseppe - Nardi, Paolo;;L'Università degli Studi di Siena. Presentazione;;;;;;2006;;«Annali di storia delle università italiane»;10;;35-36
articolo in volume miscellaneo;Cavallar, Osvaldo;;Septimo mense. Periti, medici e partorienti in Baldo degli Ubaldi;Frova, Carla - Nico Ottaviani, Maria Grazia - Zucchini, Stefania;;VI Centenario della morte di Baldo degli Ubaldi;Perugia;Università degli Studi;2005;;;;;365-461
articolo in rivista;Cavallera, Hervé A.;;I docenti di Pedagogia nelle Scuole pedagogiche;;;;;;2003;;«Annali di storia dell'educazione e delle istituzioni scolastiche»;10;;11-36
articolo in volume miscellaneo;Cavarzese, Marco;;Manzoli (Manzuoli), Benedetto;;;Dizionario biografico degli italiani, 69;Roma;Istituto della Enciclopedia Italiana;2007;;;;;292-294
articolo in volume miscellaneo;Cavazza, Marta;;Macchiavelli, Alessandro;;;Dizionario biografico degli italiani, 67;Roma;Istituto della Enciclopedia Italiana;2006;;;;;24-28
articolo in rivista;Cavazza, Marta;;La Scienza, lo Studio, i Gesuiti a Bologna nella metà del Seicento;;;;;;2006;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;32;"1 (numero monografico ""Il sole nella chiesa : Cassini e le grandi meridiane come strumenti di indagine scientifica. Atti del convegno, Bologna, Archiginnasio, 22-23 settembre 2005"" a cura di Fabrizio Bonoli, Gianluigi Parmeggiani e Francesco Poppi)";11-19
articolo in rivista;Cazzetta, Giovanni;;La Facoltà di giurisprudenza nella Libera Università di Ferrara (1860-1942);;;;;;2004;;«Annali di storia delle università italiane»;8;;209-236
articolo in volume miscellaneo;Ceccarelli, Glauco;;La psicologia nelle Facoltà di magistero dell'Università di Urbino (1938-1959). Con una nota bio-bibliografica su Luigi Meschieri;Ceccarelli, Glauco;;La psicologia italiana. Saggi storiografici;Urbino;QuattroVenti;2003;;;;;157-175
articolo in volume miscellaneo;Ceci, Lucia;;Loria, Lamberto;;;Dizionario biografico degli italiani, 66;Roma;Istituto della Enciclopedia Italiana;2006;;;;;133-136
articolo in volume miscellaneo;Celestino, Domenico;;Malan, Arnaldo;;;Dizionario biografico degli italiani, 67;Roma;Istituto della Enciclopedia Italiana;2006;;;;;738-739
articolo in volume miscellaneo;Ceresa, Massimo;;Majorano, Niccolò;;;Dizionario biografico degli italiani, 67;Roma;Istituto della Enciclopedia Italiana;2006;;;;;660-663
articolo in rivista;Ceserani, Remo;;Neoliberismo e resistenza nell'università italiana;;;;;;2004;;«Critica marxista. Analisi e contributi per ripensare la sinistra»;;2-3;34-39
articolo in rivista;Chiacchella, Rita;;Per una storia dell'istruzione femminile in Umbria: le Maestre Pie;;;;;;2007;;«Annali di storia dell'educazione e delle istituzioni scolastiche»;"14 (numero monografico ""L'educazione femminile tra Cinque e Settecento"" a cura di Angelo Bianchi e Giancarlo Rocca)";;141-150
articolo in rivista;Chiancone, Claudio;;Giuseppe Augusto Cesana, studente al Bo nell'Ottocento;;;;;;2004;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;19;108;23-26
articolo in rivista;Chiancone, Claudio;;Vita studentesca nella Padova napoleonica (1797-1813);;;;;;2005;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;20;113;8-11
articolo in rivista;Chiancone, Claudio;;Antonio Marsand (1765-1842). Vita, opere e carteggi di un professore padovano;;;;;;2006;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;39;;61-134
articolo in volume miscellaneo;Chiavistelli, Antonio;;Mantellini, Giuseppe;;;Dizionario biografico degli italiani, 69;Roma;Istituto della Enciclopedia Italiana;2007;;;;;196-198
articolo in rivista;Ciampani, Andrea;;Religione, politica e cultura nelle relazioni italo-belghe: studenti 'romani' all'Università di Lovanio (1871-1878);;;;;;2002;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;89;"suppl. al fasc. 3 ""Italia e Belgio nell'Ottocento europeo. Nuovi percorsi di ricerca (Roma 25-26 maggio 2001). Atti del Convegno Internazionale""";67-91
articolo in rivista;Ciampi, Gabriella;;L'università italiana e i corsi estivi per gli stranieri;;;;;;2003;;«Clio. Rivista trimestrale di studi storici»;39;2;291-318
articolo in rivista;Cianferotti, Giulio;;Le leggi razziali e i rettori delle Università italiane (con una vicenda senese);;;;;;2004;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;10;2;15-28
articolo in rivista;Cianferotti, Giulio;;L'opera giovanile di Norberto Bobbio e l'inizio del suo insegnamento (1934-1940). Seconda parte;;;;;;2005;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;35;2;381-424
articolo in rivista;Cianfrocca, Goffredo;;La figura di P.Odoardo Corsini insegnante educatore degli scolopi;;;;;;2003;;«Archivium Scholarum piarum»;27;53;109-135
articolo in rivista;Cibei, Gabriella;;Osservazioni sulla tradizione degli Homocentrica di Girolamo Fracastoro;;;;;;2004;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;37;;53-82
articolo in rivista;Cicalese, Maria Luisa;;Federico Chabod storico e maestro a Milano (1938-1944);;;;;;2007;;«Annali di storia delle università italiane»;11 ;;209-222
articolo in rivista;Cima, Lorenzo;;Giuseppe Tartini accademico improbabile;;;;;;2003-2004;;«Atti e memorie dell'Accademia Galileiana di scienze, lettere ed arti»;116;;111-130
articolo in volume miscellaneo;Cincotta, Roberto;;Lugli, Vittorio;;;Dizionario biografico degli italiani, 66;Roma;Istituto della Enciclopedia Italiana;2006;;;;;482-484
articolo in rivista;Cingoli, Giuliana;;Preformazione ed epigenesi nell'opera di M. Malpighi;;;;;;2007;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;19;2;627-640
articolo in rivista;Cipriani, Curzio;;Felice Fontana and the Formation of the Naturalistic Collections of the Imperial Royal Museum of Physics and Natural History of Florence di Fisica e Storia Naturale di Firenze;;;;;;2006;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;22;2;265-294
articolo in rivista;Ciranni, Rosalba - Fornaciari, Gino - Giuffra, Valentina - Marinozzi, Silvia;;Angelo Maria Maffucci (1845-1903) e gli inizi dell'anatomia patologica a Pisa;;;;;;2004;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;16;1;31-42
articolo in volume miscellaneo;Cirilli, Fiammetta;;Luigini (Luisini, Lovisini), Federico;;;Dizionario biografico degli italiani, 66;Roma;Istituto della Enciclopedia Italiana;2006;;;;;504-505
articolo in volume miscellaneo;Cirilli, Fiammetta;;Lupano, Ottone;;;Dizionario biografico degli italiani, 66;Roma;Istituto della Enciclopedia Italiana;2006;;;;;581-582
articolo in volume miscellaneo;Cirilli, Fiammetta;;Lupi, Mattia;;;Dizionario biografico degli italiani, 66;Roma;Istituto della Enciclopedia Italiana;2006;;;;;597-599
articolo in volume miscellaneo;Clough, James;;La calligrafia e la tipografia nei diplomi delle niversità italiane;Università degli studi di Urbino Carlo Bo;;Honor & Meritus. Diplomi di laurea dal XV al XX secolo. Mostra documentaria realizzata in occasione del 500° anniversario della fondazione dell’Università degli Studi di Urbino;Rimini;Panozzo;2005;;;;;33-53
articolo in rivista;Coccolini, Giuseppe;;Le donne in cattedra, uno dei primati di Bologna;;;;;;2004;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;54;;107-128
articolo in rivista;Cocucci, Sara - Martelli, Margherita;;L'archivio di Ida Bianco ed Ezio Silvestroni;;;;;;2006;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;18;1;199-206
articolo in rivista;Colaci, Anna Maria;;Le Scuole pedagogiche nel Meridione d'Italia;;;;;;2004;;«Annali di storia dell'educazione e delle istituzioni scolastiche»;11;;239-292
articolo in rivista;Colao, Floriana;;Le lezioni di Celso Marzucchi, docente di istituzioni civili, dagli applausi degli studenti alla destituzione da parte del governo (1829-1832);;;;;;2006;;«Annali di storia delle università italiane»;10;;163-190
articolo in volume miscellaneo;Colli, Vincenzo;;Le opere di Baldo. Dal codice d'autore all'edizione a stampa;Frova, Carla - Nico Ottaviani, Maria Grazia - Zucchini, Stefania;;VI Centenario della morte di Baldo degli Ubaldi;Perugia;Università degli Studi;2005;;;;;25-87
articolo in volume miscellaneo;Collino, Manlio;;Studenti e goliardia, appunti per una storia;Albera, Marco - Collino, Manlio - Mola, Aldo A.;;Saecularia sexta album. Studenti dell'Università di Torino. Sei secoli di storia;Torino;Elede;2005;;;;;89-149
articolo in rivista;Collorafi, Federica;;L'Archivio storico dell'Università di Parma;;;;;;2005;;«Annali di storia delle università italiane»;9;;183-196
articolo in rivista;Colpo, Isabella;;Tra committenti e artisti all'Università di Padova negli anni 1937-1943;;;;;;2006;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;21;122;29-31
articolo in volume miscellaneo;Condorelli, Orazio;;Marchese, Salvatore;;;Dizionario biografico degli italiani, 69;Roma;Istituto della Enciclopedia Italiana;2007;;;;;571-573
articolo in rivista;Condorelli, Orazio;;Cura pastorale in tempo di interdetto. Un consilium ferrarese di Uberto da Cesena, Superanzio da Cingoli e Giovanni d'Andrea;;;;;;2005;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;16;;79-98
articolo in rivista;Conetti, Mario;;Antonio Caveri (1811-1870): un giurista tra foro, accademia e politica;;;;;;2004;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;77;;187-240
articolo in rivista;Conforti, Maria;;Medicina e università a Napoli tra Sei e Settecento: un progetto di ricerca;;;;;;2005;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;17;1;23-39
articolo in rivista;Conforti, Maria;;Adalberto Pazzini e le origini dell'Istituto di storia della medicina;;;;;;2006;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;18;1;297-312
articolo in rivista;Consoli, Salvatore;;Il 'nuovo' archivio storico dell'Università degli Studi di Catania;;;;;;2003;;«Annali di storia delle università italiane»;7;;339-343
articolo in rivista;Contardi, Simone;;The origins of a Scientific institution. Felice Fontana and the Birth of the Real Museo di Fisica e Storia Naturale di Firenze;;;;;;2006;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;21;2;251-264
articolo in volume miscellaneo;Conti, Fulvio;;Majorana, Angelo;;;Dizionario biografico degli italiani, 67;Roma;Istituto della Enciclopedia Italiana;2006;;;;;641-644
articolo in volume miscellaneo;Conti, Fulvio;;Majorana, Giuseppe;;;Dizionario biografico degli italiani, 67;Roma;Istituto della Enciclopedia Italiana;2006;;;;;650-651
articolo in volume miscellaneo;Conti, Fulvio;;Majorana Calatabiano, Salvatore;;;Dizionario biografico degli italiani, 67;Roma;Istituto della Enciclopedia Italiana;2006;;;;;655-658
articolo in volume miscellaneo;Conti, Fulvio;;Manna, Gennaro;;;Dizionario biografico degli italiani, 69;Roma;Istituto della Enciclopedia Italiana;2007;;;;;61-63
articolo in rivista;Conti, Guido;;Per una storia delle riviste e dei numeri unici goliardici dell'Università di Parma;;;;;;2005;;«Annali di storia delle università italiane»;9;;107-119
articolo in volume miscellaneo;Cortesini, Sergio;;Manzoni, Piero;;;Dizionario biografico degli italiani, 69;Roma;Istituto della Enciclopedia Italiana;2007;;;;;338-343
articolo in rivista;Cosmacini, Giorgio;;Scuole cliniche, igiene e sanità, scienze mediche di base;;;;;;2007;;«Annali di storia delle università italiane»;11 ;;223-236
articolo in volume miscellaneo;Crespi, Giulia;;Maggiorani, Carlo;;;Dizionario biografico degli italiani, 67;Roma;Istituto della Enciclopedia Italiana;2006;;;;;385-388
articolo in volume miscellaneo;Crespi, Giulia;;Magini, Giuseppe;;;Dizionario biografico degli italiani, 67;Roma;Istituto della Enciclopedia Italiana;2006;;;;;418-419
articolo in volume miscellaneo;Crespi, Mario;;Loriga, Giovanni;;;Dizionario biografico degli italiani, 66;Roma;Istituto della Enciclopedia Italiana;2006;;;;;136-138
articolo in volume miscellaneo;Crespi, Mario;;Lucherini, Tommaso;;;Dizionario biografico degli italiani, 66;Roma;Istituto della Enciclopedia Italiana;2006;;;;;307-309
articolo in volume miscellaneo;Crespi, Mario;;Magliano, Arturo;;;Dizionario biografico degli italiani, 67;Roma;Istituto della Enciclopedia Italiana;2006;;;;;429-431
articolo in volume miscellaneo;Crespi, Mario;;Magrassi, Flaviano;;;Dizionario biografico degli italiani, 67;Roma;Istituto della Enciclopedia Italiana;2006;;;;;503-506
articolo in volume miscellaneo;Crespi, Mario;;Manca, Gregorio;;;Dizionario biografico degli italiani, 68;Roma;Istituto della Enciclopedia Italiana;2007;;;;;436-437
articolo in volume miscellaneo;Crespi, Mario;;Marchi, Vittorio;;;Dizionario biografico degli italiani, 69;Roma;Istituto della Enciclopedia Italiana;2007;;;;;685-687
articolo in volume miscellaneo;Crespi, Mario;;Marchiafava, Ettore;;;Dizionario biografico degli italiani, 69;Roma;Istituto della Enciclopedia Italiana;2007;;;;;687-692
articolo in rivista;Crisciani, Chiara;;Tra Università, corte, città: note su alcuni medici 'pavesi' del sec. XV;;;;;;2003;;«Annali di storia delle università italiane»;7;;55-70
articolo in volume miscellaneo;Cristelli, Franco;;Marcacci, Niccolò;;;Dizionario biografico degli italiani, 69;Roma;Istituto della Enciclopedia Italiana;2007;;;;;473-476
articolo in rivista;Cristini, Carlo - Lorusso, Lorenzo - Porro, Alessandro;;Lorenzo Tenchini (1852-1906): neuroanatomy and criminal anthropology;;;;;;2007;;«Giornale di astronomia. Rivista di informazione cultura e didattica della Società astronomica italiana»;19;2;353-360
